,Unnamed: 0.1,Unnamed: 0,Rank,Player,Team,Age,GP,Wins,Losses,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,PlusMinus,First Round Exit
194,194,194,192.0,Dwight Powell,DAL,32,6,4,2,2.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,50.0,0.3,0.5,0.8,0.2,0.0,0.0,0.0,0.5,1.6,0.0,0.0,-1.8,No
195,195,195,192.0,Kenrich Williams,OKC,29,6,6,0,4.7,0.3,0.2,1.2,14.3,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.5,0.0,0.2,0.0,0.5,3.0,0.0,0.0,-1.5,No
196,196,196,194.0,Jaxson Hayes,LAL,23,4,1,3,6.0,0.3,0.0,0.5,0.0,0.0,0.0,0.0,0.3,0.5,50.0,0.8,2.3,3.0,0.3,0.5,0.0,0.0,1.8,3.7,0.0,0.0,1.8,Yes
197,197,197,195.0,Damian Jones,CLE,28,2,1,1,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,1.0,0.0,0.5,0.0,3.2,0.0,0.0,-1.5,No
198,198,198,195.0,David Roddy,PHX,23,2,0,2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,Yes
199,199,199,195.0,De'Anthony Melton,PHI,25,1,0,1,7.2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.7,0.0,0.0,-1.0,Yes
200,200,200,195.0,E.J. Liddell,NOP,23,1,0,1,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,2.0,Yes
201,201,201,195.0,Goga Bitadze,ORL,24,2,2,0,4.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.5,1.0,0.5,0.0,0.0,0.0,2.8,0.0,0.0,-4.0,Yes
202,202,202,195.0,Gordon Hayward,OKC,34,7,5,2,6.6,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.7,1.9,0.4,0.0,0.1,0.1,0.3,3.7,0.0,0.0,2.3,No
203,203,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
204,204,204,195.0,Isaiah Thomas,PHX,35,1,0,1,3.6,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-5.0,Yes
205,205,205,195.0,Jordan Hawkins,NOP,22,3,0,3,3.8,0.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.3,0.8,0.0,0.0,0.3,Yes
206,206,206,195.0,Kobe Brown,LAC,24,3,0,3,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.7,0.0,0.0,0.0,0.0,0.3,0.8,0.0,0.0,1.0,Yes
207,207,207,195.0,Leonard Miller,MIN,20,2,2,0,1.9,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,1.5,No
208,208,208,195.0,Lindy Waters III,OKC,26,3,3,0,2.8,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,-1.3,No
209,209,209,195.0,Matt Ryan,NOP,27,1,0,1,2.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,3.2,0.0,0.0,2.0,Yes
210,210,210,195.0,Olivier-Maxence Prosper,DAL,21,1,0,1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,No
211,211,211,195.0,Orlando Robinson,MIA,23,1,0,1,2.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,3.0,Yes
212,212,212,195.0,Svi Mykhailiuk,BOS,26,4,3,1,4.3,0.0,0.0,0.8,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.3,0.5,0.8,0.3,0.5,0.3,0.0,0.5,1.5,0.0,0.0,0.0,No
213,213,213,195.0,T.J. Warren,MIN,30,3,2,1,3.8,0.0,0.0,0.7,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.7,0.3,1.0,0.3,0.0,0.0,0.0,0.0,1.7,0.0,0.0,2.3,No
214,214,214,195.0,Thaddeus Young,PHX,35,1,0,1,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,Yes
215,215,215,195.0,Thanasis Antetokounmpo,MIL,31,2,0,2,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,3.0,0.0,0.0,1.0,Yes
